transaction_id,timestamp,store_id,item_id,price,item_name,category,quantity,customer_id_hash,discount_flag,margin_pct
T0001,2023-01-01 20:42:00,STORE_B,BREAD,2.0,Bread,Bakery,1,CUST188,0,0.25
T0001,2023-01-01 20:42:00,STORE_B,COKE,2.5,Coke,Beverages,1,CUST190,0,0.15
T0001,2023-01-01 20:42:00,STORE_B,JAM,3.5,Jam,Pantry,1,CUST190,1,0.35
T0001,2023-01-01 20:42:00,STORE_B,APPLES,2.5,Apples,Produce,1,CUST055,0,0.45
T0001,2023-01-01 20:42:00,STORE_B,TEA,3.0,Tea,Beverages,1,CUST131,0,0.35
T0001,2023-01-01 20:42:00,STORE_B,BEEF,15.0,Beef,Meat,1,CUST135,0,0.25
T0001,2023-01-01 20:42:00,STORE_B,CORNFLAKES,4.5,Cornflakes,Breakfast,1,CUST167,0,0.45
T0001,2023-01-01 20:42:00,STORE_B,YOGURT,2.5,Yogurt,Dairy,1,CUST089,1,0.35
T0002,2023-01-01 09:57:00,STORE_B,MILK,3.5,Milk,Dairy,1,CUST008,0,0.3
T0002,2023-01-01 09:57:00,STORE_B,CEREAL,5.0,Cereal,Breakfast,1,CUST081,1,0.4
T0002,2023-01-01 09:57:00,STORE_B,BREAD,2.0,Bread,Bakery,1,CUST104,0,0.25
T0003,2023-01-01 19:05:00,STORE_B,BREAD,2.0,Bread,Bakery,1,CUST045,0,0.25
T0003,2023-01-01 19:05:00,STORE_B,COFFEE,4.5,Coffee,Beverages,1,CUST071,1,0.4
T0003,2023-01-01 19:05:00,STORE_B,CEREAL,5.0,Cereal,Breakfast,1,CUST129,0,0.4
T0003,2023-01-01 19:05:00,STORE_B,BANANA,0.8,Banana,Produce,1,CUST063,0,0.5
T0003,2023-01-01 19:05:00,STORE_B,TOMATOES,3.0,Tomatoes,Produce,1,CUST081,0,0.5
T0003,2023-01-01 19:05:00,STORE_B,PEANUT_BUTTER,4.0,Peanut Butter,Pantry,1,CUST163,0,0.4
T0004,2023-01-01 18:41:00,STORE_B,SALAD,6.5,Salad,Prepared,1,CUST124,0,0.25
T0004,2023-01-01 18:41:00,STORE_B,CEREAL,5.0,Cereal,Breakfast,1,CUST063,0,0.4
T0004,2023-01-01 18:41:00,STORE_B,BANANA,0.8,Banana,Produce,1,CUST052,0,0.5
T0004,2023-01-01 18:41:00,STORE_B,TEA,3.0,Tea,Beverages,1,CUST132,0,0.35
T0004,2023-01-01 18:41:00,STORE_B,OATMEAL,3.5,Oatmeal,Breakfast,1,CUST151,0,0.4
T0004,2023-01-01 18:41:00,STORE_B,PEANUT_BUTTER,4.0,Peanut Butter,Pantry,1,CUST143,0,0.4
T0004,2023-01-01 18:41:00,STORE_B,BEEF,15.0,Beef,Meat,1,CUST036,0,0.25
T0005,2023-01-01 20:58:00,STORE_B,MILK,3.5,Milk,Dairy,1,CUST059,0,0.3
T0005,2023-01-01 20:58:00,STORE_B,OATMEAL,3.5,Oatmeal,Breakfast,1,CUST096,0,0.4
T0005,2023-01-01 20:58:00,STORE_B,BUTTER,4.0,Butter,Dairy,1,CUST180,0,0.35
T0006,2023-01-01 08:57:00,STORE_A,MILK,3.5,Milk,Dairy,1,CUST116,0,0.3
T0006,2023-01-01 08:57:00,STORE_A,CHICKEN,12.0,Chicken,Meat,1,CUST139,0,0.2
T0006,2023-01-01 08:57:00,STORE_A,TOMATOES,3.0,Tomatoes,Produce,1,CUST144,0,0.5
T0006,2023-01-01 08:57:00,STORE_A,PASTA,1.5,Pasta,Pantry,1,CUST124,0,0.35
T0007,2023-01-01 18:02:00,STORE_A,MILK,3.5,Milk,Dairy,1,CUST112,0,0.3
T0007,2023-01-01 18:02:00,STORE_A,SALAD,6.5,Salad,Prepared,1,CUST060,0,0.25
T0007,2023-01-01 18:02:00,STORE_A,CHEESE,6.0,Cheese,Dairy,1,CUST129,0,0.35
